sexe;enfant_conduite_accompagne;usage_vehicule;type_vehicule;est_rouge;age_vehicule;date_demande;etat_dossier;formule;tarif_devis;Id_Anonyme;Info Enfants;Revenus_Tranche
F;0;Private;Pickup;no;8.0;03/05/2019 23:47;complet;dev_express;270.53;231;"""Non""";"""60k+"""
F;0;Private;Van;no;1.0;22/10/2019 09:41;incomplet;dev_premium;449.33;232;"""Non""";"""60k+"""
M;0;Private;Sports Car;no;1.0;23/06/2021 06:58;incomplet;dev_express;258.39;233;"""Oui""";"""60k+"""
M;0;Commercial;Panel Truck;yes;20.0;21/03/2022 15:42;incomplet;dev_integral;333.19;234;"""Oui""";"""40_60k"""
F;0;Private;z_SUV;no;6.0;05/11/2019 09:47;complet;dev_express;277.65;235;"""Non""";Non renseigné
M;0;Commercial;Minivan;no;1.0;16/12/2019 21:08;complet;dev_premium;393.75;236;"""Non""";Non renseigné
M;0;Private;z_SUV;no;7.0;28/01/2021 14:27;complet;dev_express;260.15;237;"""Non""";"""20_40k"""
F;0;Commercial;Panel Truck;no;14.0;13/04/2020 15:08;complet;dev_integral;334.4;238;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;5.0;16/01/2021 04:13;complet;dev_express;275.0;239;"""Oui""";"""20_40k"""
M;0;Private;z_SUV;no;8.0;12/06/2021 23:43;complet;dev_express;275.04;240;"""Oui""";"""20_40k"""
F;0;Private;z_SUV;no;14.0;24/06/2019 12:19;incomplet;dev_express;263.05;241;"""Non""";"""60k+"""
M;0;Commercial;Pickup;yes;23.0;19/02/2020 04:05;complet;dev_express;250.78;242;"""Oui""";"""60k+"""
F;0;Private;Van;no;18.0;08/04/2020 03:00;complet;dev_integral;324.42;243;"""Non""";"""60k+"""
F;0;Commercial;Minivan;yes;1.0;13/11/2021 09:38;complet;dev_integral;315.42;244;"""Oui""";"""60k+"""
F;0;Private;z_SUV;no;17.0;12/02/2022 20:23;complet;dev_premium;351.23;245;"""Non""";"""60k+"""
F;0;Commercial;Van;no;13.0;03/02/2021 18:28;complet;dev_express;257.6;246;"""Non""";"""60k+"""
F;1;Commercial;Minivan;yes;7.0;30/07/2021 01:09;complet;dev_express;274.75;247;"""Oui""";"""60k+"""
F;0;Private;Sports Car;no;8.0;15/06/2019 21:42;complet;dev_express;261.06;248;"""Non""";"""60k+"""
F;0;Commercial;Pickup;no;17.0;26/03/2020 14:28;complet;dev_express;262.5;249;"""Non""";"""60k+"""
F;0;Commercial;Pickup;yes;8.0;23/06/2019 21:07;complet;dev_express;275.78;250;"""Non""";"""0-20k"""
F;0;Private;Minivan;no;1.0;05/10/2019 11:49;complet;dev_integral;317.27;251;"""Non""";"""0-20k"""
F;0;Private;Sports Car;no;1.0;03/04/2021 16:51;incomplet;dev_integral;289.35;252;"""Non""";"""0-20k"""
F;0;Private;z_SUV;no;17.0;25/05/2019 14:09;incomplet;dev_premium;384.97;253;"""Non""";"""0-20k"""
M;1;Commercial;Pickup;no;16.0;22/07/2021 00:33;complet;dev_express;276.95;254;"""Oui""";"""60k+"""
M;0;Commercial;Pickup;yes;15.0;11/10/2021 17:53;complet;dev_integral;288.7;255;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;;23/06/2021 02:01;complet;dev_express;281.29;256;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;1.0;14/01/2022 07:11;complet;dev_express;257.94;257;"""Oui""";"""20_40k"""
M;0;Commercial;Minivan;yes;5.0;09/04/2022 11:49;complet;dev_integral;320.63;258;"""Oui""";"""20_40k"""
F;0;Private;Pickup;yes;;25/08/2020 09:57;complet;dev_express;268.9;259;"""Non""";"""0-20k"""
M;0;Private;Minivan;no;5.0;16/10/2021 23:07;complet;dev_express;284.94;260;"""Oui""";"""60k+"""
M;0;Commercial;Minivan;no;12.0;25/03/2020 17:57;complet;dev_integral;329.57;261;"""Non""";"""40_60k"""
F;0;Private;z_SUV;no;10.0;10/09/2020 09:16;complet;dev_integral;336.6;262;"""Non""";"""20_40k"""
M;0;Commercial;Minivan;no;9.0;04/04/2021 12:11;complet;dev_integral;316.34;263;"""Non""";Non renseigné
F;0;Private;z_SUV;no;9.0;23/03/2022 06:12;complet;dev_express;257.69;264;"""Non""";"""60k+"""
F;0;Private;Minivan;yes;8.0;27/08/2020 01:48;incomplet;dev_premium;502.91;265;"""Oui""";"""60k+"""
M;0;Private;Minivan;yes;4.0;20/10/2021 16:12;complet;dev_integral;300.03;266;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;7.0;03/11/2020 18:26;complet;dev_express;272.08;267;"""Oui""";"""20_40k"""
F;0;Commercial;Pickup;no;1.0;18/06/2021 04:10;complet;dev_premium;549.33;268;"""Non""";"""0-20k"""
M;1;Commercial;Van;yes;12.0;22/07/2020 05:28;complet;dev_express;262.95;269;"""Oui""";"""60k+"""
M;0;Private;z_SUV;no;6.0;04/02/2022 17:14;complet;dev_premium;406.26;270;"""Non""";"""20_40k"""
M;2;Private;z_SUV;no;1.0;17/12/2021 00:38;complet;dev_integral;287.56;271;"""Oui""";"""20_40k"""
F;0;Private;z_SUV;no;9.0;16/01/2020 09:11;complet;dev_premium;408.12;272;"""Non""";"""40_60k"""
F;0;Commercial;z_SUV;no;13.0;29/05/2019 20:25;complet;dev_integral;327.42;273;"""Oui""";"""40_60k"""
M;1;Private;Sports Car;no;12.0;05/02/2022 18:50;complet;dev_express;269.0;274;"""Oui""";"""60k+"""
F;0;Commercial;Minivan;yes;15.0;06/10/2019 21:27;complet;dev_integral;298.22;275;"""Non""";"""60k+"""
M;0;Commercial;Panel Truck;yes;1.0;23/08/2021 10:58;complet;dev_premium;491.82;276;"""Non""";"""0-20k"""
F;1;Private;Minivan;no;11.0;11/11/2019 00:13;complet;dev_express;254.93;277;"""Oui""";"""0-20k"""
F;2;Commercial;Pickup;no;8.0;28/09/2021 04:31;complet;dev_express;259.98;278;"""Oui""";"""20_40k"""
M;0;Private;Pickup;no;11.0;22/05/2020 23:57;incomplet;dev_integral;304.43;279;"""Non""";"""60k+"""
F;1;Commercial;Pickup;no;1.0;28/11/2019 00:54;incomplet;dev_integral;290.47;280;"""Oui""";"""40_60k"""
F;0;Commercial;Van;no;13.0;09/05/2019 04:10;complet;dev_premium;443.39;281;"""Non""";"""40_60k"""
M;0;Private;Minivan;yes;1.0;11/12/2020 00:11;complet;dev_integral;301.9;282;"""Non""";"""20_40k"""
M;0;Private;Minivan;yes;8.0;13/12/2020 08:25;complet;dev_integral;285.41;283;"""Non""";"""40_60k"""
M;0;Private;Sports Car;yes;14.0;25/10/2020 16:08;complet;dev_integral;328.18;284;"""Non""";"""60k+"""
F;0;Commercial;Pickup;no;4.0;29/04/2019 22:02;complet;dev_integral;286.36;285;"""Non""";"""40_60k"""
M;0;Commercial;Sports Car;no;8.0;16/03/2021 23:48;complet;dev_premium;432.5;286;"""Non""";"""60k+"""
F;0;Private;Minivan;yes;12.0;05/08/2020 03:48;complet;dev_integral;297.36;287;"""Non""";"""60k+"""
F;0;Commercial;Van;no;;20/04/2020 13:22;complet;dev_express;278.79;288;"""Non""";"""20_40k"""
M;0;Private;Sports Car;no;9.0;16/09/2019 23:33;complet;dev_integral;332.2;289;"""Non""";"""60k+"""
F;0;Private;Minivan;no;20.0;03/08/2021 11:22;complet;dev_integral;328.64;290;"""Oui""";"""60k+"""
M;0;Private;z_SUV;no;17.0;10/07/2020 00:46;complet;dev_integral;309.68;291;"""Non""";"""60k+"""
F;1;Commercial;Panel Truck;yes;11.0;23/09/2020 22:56;incomplet;dev_express;270.36;292;"""Oui""";"""60k+"""
M;2;Commercial;Pickup;yes;6.0;09/06/2021 01:09;complet;dev_express;261.09;293;"""Oui""";Non renseigné
M;0;Commercial;Minivan;yes;3.0;02/03/2021 08:04;incomplet;dev_integral;285.87;294;"""Oui""";"""60k+"""
F;0;Private;Sports Car;yes;5.0;04/03/2021 15:47;complet;dev_express;254.2;295;"""Oui""";"""0-20k"""
F;0;Private;Minivan;yes;18.0;11/10/2021 17:49;incomplet;dev_integral;327.59;296;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;1.0;17/04/2020 22:28;complet;dev_express;268.94;297;"""Oui""";"""60k+"""
F;0;Private;z_SUV;no;17.0;08/12/2019 06:55;complet;dev_vip;845.35;298;"""Non""";"""60k+"""
M;0;Commercial;Panel Truck;yes;20.0;11/10/2019 01:13;complet;dev_express;279.06;299;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;;18/04/2019 02:41;incomplet;dev_express;252.24;300;"""Non""";"""0-20k"""
M;0;Private;z_SUV;no;14.0;11/04/2020 14:31;complet;dev_express;272.91;301;"""Non""";"""40_60k"""
F;0;Private;Pickup;yes;14.0;16/07/2019 14:13;complet;dev_integral;288.29;302;"""Non""";"""60k+"""
F;0;Commercial;z_SUV;no;1.0;06/04/2019 19:28;complet;dev_premium;487.95;303;"""Non""";"""0-20k"""
M;0;Private;Minivan;no;14.0;01/12/2021 06:54;incomplet;dev_integral;325.55;304;"""Non""";"""60k+"""
F;0;Private;Sports Car;no;11.0;19/07/2019 02:30;incomplet;dev_integral;325.69;305;"""Non""";"""0-20k"""
M;0;Commercial;z_SUV;no;9.0;21/03/2020 20:43;complet;dev_integral;299.72;306;"""Oui""";"""40_60k"""
F;0;Private;z_SUV;no;1.0;14/02/2020 14:50;complet;dev_integral;297.63;307;"""Oui""";"""20_40k"""
F;0;Private;z_SUV;no;1.0;09/05/2019 12:30;complet;dev_express;260.71;308;"""Non""";Non renseigné
F;0;Commercial;Panel Truck;no;;18/07/2020 14:44;complet;dev_premium;381.7;309;"""Non""";"""60k+"""
M;0;Private;Sports Car;no;8.0;06/05/2020 02:50;complet;dev_express;271.4;310;"""Non""";"""0-20k"""
F;1;Commercial;z_SUV;no;10.0;10/08/2019 21:00;complet;dev_integral;335.77;311;"""Oui""";"""60k+"""
F;1;Private;z_SUV;no;10.0;05/12/2021 08:49;complet;dev_integral;323.56;312;"""Oui""";"""60k+"""
F;1;Private;z_SUV;no;8.0;09/04/2020 16:51;complet;dev_integral;309.2;313;"""Oui""";"""0-20k"""
F;2;Private;Sports Car;no;10.0;26/12/2020 00:37;complet;dev_premium;459.45;314;"""Oui""";"""60k+"""
F;1;Commercial;Minivan;no;12.0;24/02/2020 14:13;complet;dev_integral;311.84;315;"""Oui""";"""60k+"""
M;0;Commercial;Pickup;yes;1.0;09/08/2021 11:58;complet;dev_integral;302.34;316;"""Oui""";"""20_40k"""
F;0;Commercial;Panel Truck;yes;18.0;29/11/2020 13:51;complet;dev_integral;294.32;317;"""Non""";"""40_60k"""
F;0;Private;z_SUV;no;14.0;04/07/2021 05:39;complet;dev_express;271.73;318;"""Non""";"""40_60k"""
M;0;Private;z_SUV;no;10.0;17/06/2020 11:11;incomplet;dev_integral;280.33;319;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;9.0;08/02/2022 09:59;complet;dev_integral;302.56;320;"""Non""";"""20_40k"""
F;0;Private;Minivan;no;1.0;26/04/2019 15:44;incomplet;dev_integral;325.08;321;"""Non""";"""0-20k"""
M;0;Commercial;z_SUV;no;1.0;30/06/2019 22:35;complet;dev_premium;454.1;322;"""Oui""";"""40_60k"""
M;0;Commercial;Van;yes;21.0;17/09/2021 03:25;complet;dev_express;271.1;323;"""Non""";"""60k+"""
F;0;Private;Minivan;no;10.0;31/10/2020 06:58;complet;dev_integral;312.15;324;"""Non""";"""60k+"""
F;0;Commercial;Sports Car;no;1.0;03/07/2020 16:14;complet;dev_integral;338.93;325;"""Oui""";"""60k+"""
M;1;Private;Pickup;no;1.0;09/01/2020 21:56;complet;dev_express;259.85;326;"""Oui""";"""0-20k"""
F;0;Private;z_SUV;no;9.0;06/07/2021 15:42;complet;dev_express;250.57;327;"""Non""";Non renseigné
M;0;Commercial;Pickup;no;17.0;26/11/2019 04:32;complet;dev_express;268.7;328;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;1.0;24/08/2020 05:43;complet;dev_integral;288.7;329;"""Oui""";"""60k+"""
F;0;Private;Minivan;no;8.0;08/08/2019 14:35;complet;dev_express;263.31;330;"""Non""";"""60k+"""
F;0;Private;Minivan;no;10.0;16/09/2021 15:11;complet;dev_integral;303.57;331;"""Non""";Non renseigné
M;0;Commercial;Pickup;yes;1.0;08/12/2021 20:28;complet;dev_premium;521.69;332;"""Non""";"""20_40k"""
F;0;Commercial;Minivan;yes;5.0;20/05/2021 10:53;complet;dev_integral;337.71;333;"""Non""";"""40_60k"""
F;0;Private;Sports Car;no;18.0;05/07/2019 15:28;incomplet;dev_premium;362.34;334;"""Oui""";"""60k+"""
M;0;Private;Pickup;no;0.0;27/07/2021 08:58;complet;dev_express;273.79;335;"""Oui""";"""40_60k"""
M;0;Private;Van;no;13.0;06/06/2021 23:26;complet;dev_express;272.7;336;"""Non""";"""20_40k"""
F;0;Commercial;Pickup;no;19.0;20/03/2021 12:59;complet;dev_integral;298.85;337;"""Non""";"""60k+"""
F;0;Private;Minivan;yes;5.0;18/06/2021 13:27;complet;dev_express;258.72;338;"""Non""";"""0-20k"""
M;0;Private;Minivan;no;5.0;23/05/2020 22:51;complet;dev_express;262.06;339;"""Non""";"""0-20k"""
F;0;Commercial;z_SUV;no;10.0;27/05/2019 01:14;complet;dev_integral;330.16;340;"""Non""";"""20_40k"""
F;0;Commercial;Sports Car;no;15.0;06/02/2022 22:30;complet;dev_express;264.33;341;"""Non""";"""20_40k"""
F;0;Private;Minivan;yes;7.0;29/07/2021 19:14;incomplet;dev_integral;325.56;342;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;1.0;25/05/2020 18:21;complet;dev_integral;283.1;343;"""Non""";"""60k+"""
F;0;Private;Pickup;yes;6.0;24/05/2020 17:54;complet;dev_integral;314.37;344;"""Non""";"""60k+"""
M;0;Commercial;Panel Truck;yes;19.0;04/02/2020 15:01;complet;dev_integral;320.52;345;"""Non""";"""60k+"""
F;0;Private;Sports Car;no;13.0;30/08/2019 15:32;complet;dev_premium;450.51;346;"""Oui""";"""0-20k"""
M;0;Commercial;z_SUV;no;7.0;20/02/2021 22:57;complet;dev_integral;330.7;347;"""Non""";"""20_40k"""
F;0;Private;Pickup;yes;1.0;27/11/2020 00:45;complet;dev_integral;305.8;348;"""Oui""";"""0-20k"""
M;0;Private;Minivan;no;1.0;26/12/2019 10:10;complet;dev_express;278.56;349;"""Oui""";"""0-20k"""
M;0;Private;Minivan;no;;05/08/2021 07:07;complet;dev_integral;339.06;350;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;14.0;09/02/2022 14:28;complet;dev_integral;284.9;351;"""Oui""";"""60k+"""
M;0;Commercial;Panel Truck;no;11.0;10/09/2019 23:38;incomplet;dev_express;263.0;352;"""Non""";"""60k+"""
M;0;Private;Minivan;yes;;23/11/2020 16:25;incomplet;dev_integral;299.46;353;"""Oui""";"""0-20k"""
F;0;Private;Minivan;no;15.0;26/05/2022 21:39;complet;dev_integral;280.03;354;"""Non""";"""60k+"""
F;0;Commercial;Pickup;no;1.0;16/05/2019 20:37;complet;dev_integral;298.73;355;"""Oui""";"""0-20k"""
M;0;Private;z_SUV;no;15.0;06/03/2021 21:54;complet;dev_integral;289.33;356;"""Non""";"""20_40k"""
M;0;Commercial;z_SUV;no;7.0;31/08/2019 00:14;complet;dev_express;265.59;357;"""Oui""";"""60k+"""
M;0;Private;z_SUV;no;11.0;04/03/2022 15:36;complet;dev_premium;416.72;358;"""Non""";"""40_60k"""
F;0;Private;Minivan;no;8.0;22/10/2020 07:02;complet;dev_integral;283.0;359;"""Non""";"""60k+"""
M;0;Commercial;Pickup;yes;3.0;21/01/2021 13:13;complet;dev_integral;284.82;360;"""Non""";"""20_40k"""
M;0;Private;Minivan;no;1.0;01/01/2021 10:41;complet;dev_premium;336.58;361;"""Oui""";"""60k+"""
F;2;Private;Sports Car;no;10.0;31/05/2022 13:11;complet;dev_express;260.27;362;"""Oui""";Non renseigné
F;0;Commercial;Minivan;no;11.0;20/12/2019 11:59;complet;dev_express;282.06;363;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;5.0;30/03/2019 23:10;incomplet;dev_integral;312.53;364;"""Oui""";"""0-20k"""
M;0;Private;Minivan;yes;7.0;07/02/2020 06:06;complet;dev_premium;338.16;365;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;8.0;30/04/2022 23:20;complet;dev_express;257.99;366;"""Oui""";"""0-20k"""
M;0;Commercial;Pickup;yes;10.0;20/03/2022 04:00;complet;dev_express;260.17;367;"""Oui""";"""0-20k"""
M;0;Commercial;Sports Car;no;1.0;13/07/2020 00:43;complet;dev_express;261.35;368;"""Oui""";"""40_60k"""
F;1;Private;z_SUV;no;1.0;15/01/2021 02:35;complet;dev_express;253.99;369;"""Oui""";"""20_40k"""
F;0;Commercial;Van;yes;1.0;01/11/2019 05:37;incomplet;dev_express;256.26;370;"""Non""";"""60k+"""
M;0;Commercial;Sports Car;no;6.0;24/03/2021 08:14;complet;dev_integral;325.97;371;"""Non""";"""40_60k"""
F;0;Commercial;Panel Truck;yes;23.0;09/05/2021 15:31;complet;dev_premium;464.61;372;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;18.0;05/07/2021 00:54;complet;dev_integral;319.13;373;"""Non""";"""60k+"""
F;1;Private;Pickup;yes;;02/04/2022 11:25;complet;dev_premium;417.16;374;"""Oui""";"""40_60k"""
M;0;Commercial;Pickup;yes;10.0;10/11/2020 04:58;complet;dev_express;273.17;375;"""Oui""";"""60k+"""
M;0;Private;Sports Car;no;1.0;20/02/2021 11:22;complet;dev_integral;305.97;376;"""Oui""";"""20_40k"""
F;0;Commercial;z_SUV;no;1.0;27/12/2020 01:51;complet;dev_integral;305.4;377;"""Non""";"""60k+"""
F;0;Private;Minivan;no;12.0;04/11/2021 23:02;complet;dev_premium;364.76;378;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;13.0;02/01/2022 20:05;complet;dev_integral;324.91;379;"""Non""";"""60k+"""
M;0;Private;Minivan;yes;1.0;20/11/2019 15:02;complet;dev_express;258.17;380;"""Non""";"""0-20k"""
F;0;Private;Sports Car;no;13.0;12/08/2019 00:05;incomplet;dev_express;267.04;381;"""Non""";Non renseigné
F;0;Private;Van;no;13.0;19/03/2020 15:57;complet;dev_integral;282.58;382;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;15.0;24/02/2022 21:52;complet;dev_express;262.87;383;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;1.0;05/04/2022 02:47;complet;dev_express;278.71;384;"""Oui""";"""0-20k"""
F;0;Private;Sports Car;no;;24/03/2021 05:15;complet;dev_integral;297.77;385;"""Non""";"""60k+"""
M;0;Private;Sports Car;no;14.0;19/03/2021 21:14;incomplet;dev_integral;319.89;386;"""Non""";"""0-20k"""
F;0;Private;z_SUV;no;8.0;16/06/2019 21:54;complet;dev_express;283.65;387;"""Oui""";"""60k+"""
M;0;Commercial;Pickup;no;9.0;09/11/2021 14:51;complet;dev_express;259.59;388;"""Non""";"""0-20k"""
M;2;Private;z_SUV;no;1.0;01/03/2020 20:28;complet;dev_express;267.26;389;"""Oui""";"""20_40k"""
F;0;Commercial;Panel Truck;yes;13.0;21/02/2022 11:50;complet;dev_integral;309.66;390;"""Non""";"""60k+"""
M;0;Commercial;Sports Car;no;6.0;03/09/2019 20:05;complet;dev_express;250.2;391;"""Oui""";"""0-20k"""
F;0;Commercial;Pickup;yes;10.0;10/03/2021 11:56;complet;dev_integral;297.08;392;"""Oui""";"""40_60k"""
M;0;Private;Sports Car;no;18.0;28/11/2020 00:12;complet;dev_premium;504.54;393;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;15.0;22/02/2021 00:05;complet;dev_integral;334.21;394;"""Non""";"""60k+"""
M;0;Private;Minivan;yes;18.0;23/08/2019 03:01;complet;dev_express;263.14;395;"""Non""";"""60k+"""
M;0;Commercial;Panel Truck;yes;8.0;07/06/2021 17:58;complet;dev_integral;297.65;396;"""Non""";"""0-20k"""
M;0;Private;Minivan;yes;1.0;26/07/2021 02:05;incomplet;dev_integral;317.1;397;"""Oui""";"""20_40k"""
F;0;Commercial;Panel Truck;no;1.0;02/07/2020 00:49;incomplet;dev_integral;305.97;398;"""Non""";"""20_40k"""
M;0;Commercial;Pickup;yes;8.0;03/08/2021 15:20;complet;dev_integral;299.88;399;"""Non""";"""20_40k"""
F;0;Private;z_SUV;no;9.0;06/09/2019 23:02;complet;dev_integral;321.54;400;"""Non""";"""60k+"""
F;0;Private;Sports Car;no;1.0;27/05/2021 22:03;complet;dev_express;262.35;401;"""Non""";"""40_60k"""
F;1;Private;z_SUV;no;1.0;11/03/2020 19:15;complet;dev_premium;422.63;402;"""Oui""";"""20_40k"""
F;0;Private;Minivan;yes;7.0;03/07/2021 07:20;incomplet;dev_integral;317.88;403;"""Non""";"""60k+"""
M;0;Commercial;z_SUV;no;10.0;22/01/2021 18:10;complet;dev_express;273.16;404;"""Non""";"""20_40k"""
M;0;Private;z_SUV;no;9.0;12/05/2019 22:19;complet;dev_integral;312.49;405;"""Oui""";Non renseigné
F;0;Private;Sports Car;no;15.0;24/06/2019 19:36;complet;dev_integral;315.53;406;"""Non""";"""0-20k"""
F;1;Private;z_SUV;no;1.0;10/01/2020 00:11;complet;dev_integral;282.34;407;"""Oui""";"""20_40k"""
M;0;Commercial;Pickup;no;15.0;19/12/2020 20:59;complet;dev_express;280.93;408;"""Non""";"""60k+"""
F;0;Commercial;z_SUV;no;6.0;19/08/2020 19:39;complet;dev_express;269.64;409;"""Non""";"""20_40k"""
M;0;Commercial;Pickup;no;14.0;07/07/2019 19:43;incomplet;dev_integral;303.02;410;"""Oui""";"""60k+"""
M;0;Private;z_SUV;no;1.0;03/11/2019 12:57;complet;dev_integral;294.03;411;"""Non""";"""60k+"""
M;0;Commercial;Minivan;yes;8.0;07/06/2020 02:43;complet;dev_integral;307.71;412;"""Non""";"""20_40k"""
F;0;Commercial;Panel Truck;yes;1.0;14/01/2021 12:14;complet;dev_integral;325.95;413;"""Non""";"""40_60k"""
M;0;Private;Minivan;yes;14.0;28/05/2020 09:30;complet;dev_premium;340.99;414;"""Non""";"""60k+"""
M;0;Private;Minivan;no;11.0;21/09/2021 10:10;complet;dev_express;268.09;415;"""Non""";"""60k+"""
M;0;Commercial;Minivan;no;7.0;29/03/2021 16:11;complet;dev_premium;433.06;416;"""Non""";"""60k+"""
F;0;Commercial;Pickup;no;1.0;14/05/2020 19:06;complet;dev_premium;438.04;417;"""Non""";"""20_40k"""
M;1;Private;z_SUV;no;1.0;25/03/2020 22:14;complet;dev_express;251.79;418;"""Oui""";"""0-20k"""
M;0;Commercial;Pickup;no;9.0;17/11/2020 20:56;complet;dev_express;260.6;419;"""Oui""";"""60k+"""
F;0;Commercial;Pickup;no;1.0;08/05/2020 06:35;complet;dev_integral;333.83;420;"""Non""";"""20_40k"""
M;0;Commercial;z_SUV;no;1.0;23/05/2019 06:04;incomplet;dev_integral;302.5;421;"""Oui""";"""60k+"""
M;0;Commercial;Minivan;yes;9.0;27/05/2021 01:20;complet;dev_express;283.05;422;"""Non""";"""60k+"""
M;0;Commercial;Panel Truck;no;;17/07/2020 08:32;complet;dev_express;263.44;423;"""Non""";"""60k+"""
M;1;Private;z_SUV;no;;07/12/2020 18:39;incomplet;dev_express;276.02;424;"""Oui""";"""60k+"""
M;0;Commercial;Panel Truck;yes;9.0;04/09/2019 21:36;complet;dev_premium;343.81;425;"""Oui""";"""40_60k"""
M;0;Private;Minivan;no;15.0;24/06/2019 05:03;complet;dev_integral;304.73;426;"""Non""";"""60k+"""
F;0;Commercial;z_SUV;yes;9.0;10/04/2020 22:21;complet;dev_integral;292.57;427;"""Non""";"""0-20k"""
F;1;Private;Sports Car;no;1.0;16/06/2021 11:32;complet;dev_premium;347.47;428;"""Oui""";"""40_60k"""
M;0;Private;Van;yes;15.0;07/08/2021 04:22;complet;dev_express;260.9;429;"""Oui""";"""60k+"""
M;0;Private;Sports Car;no;1.0;30/12/2019 16:29;complet;dev_integral;332.52;430;"""Non""";"""0-20k"""
M;0;Commercial;Van;yes;7.0;21/03/2022 00:37;complet;dev_integral;281.99;431;"""Non""";"""60k+"""
M;0;Commercial;Pickup;no;;06/04/2020 06:28;complet;dev_express;261.69;432;"""Non""";"""20_40k"""
F;1;Private;Van;yes;1.0;03/04/2022 12:30;complet;dev_integral;295.63;433;"""Oui""";"""40_60k"""
M;0;Commercial;Sports Car;no;5.0;12/08/2020 07:24;complet;dev_premium;461.9;434;"""Non""";"""60k+"""
F;0;Commercial;Minivan;no;1.0;14/04/2020 21:24;complet;dev_vip;832.34;435;"""Oui""";"""40_60k"""
M;0;Commercial;Pickup;yes;6.0;08/04/2019 16:36;complet;dev_express;279.84;436;"""Non""";"""20_40k"""
F;0;Commercial;z_SUV;no;10.0;02/05/2020 12:36;complet;dev_integral;284.28;437;"""Non""";"""0-20k"""
F;0;Commercial;Pickup;yes;1.0;28/03/2022 23:57;complet;dev_integral;311.33;438;"""Non""";"""20_40k"""
M;0;Commercial;Pickup;no;4.0;17/07/2020 09:49;incomplet;dev_integral;284.92;439;"""Oui""";"""0-20k"""
F;0;Private;z_SUV;no;10.0;21/01/2021 11:51;incomplet;dev_express;261.44;440;"""Non""";"""20_40k"""
M;0;Private;Minivan;no;6.0;26/10/2020 19:47;complet;dev_premium;427.42;441;"""Non""";"""40_60k"""
F;0;Private;Sports Car;yes;1.0;19/12/2019 10:07;complet;dev_integral;311.5;442;"""Non""";"""40_60k"""
F;0;Private;Minivan;no;5.0;21/03/2022 07:59;complet;dev_express;272.78;443;"""Oui""";"""40_60k"""
F;1;Private;Pickup;no;1.0;19/08/2021 23:06;complet;dev_integral;301.01;444;"""Oui""";"""60k+"""
F;0;Private;Pickup;yes;5.0;27/07/2021 09:21;complet;dev_express;251.16;445;"""Oui""";"""20_40k"""
M;0;Private;Minivan;no;10.0;25/06/2020 02:09;complet;dev_integral;296.11;446;"""Non""";"""60k+"""
M;0;Private;Minivan;no;7.0;23/05/2022 09:33;complet;dev_express;283.84;447;"""Non""";"""60k+"""
F;0;Private;Sports Car;no;19.0;03/05/2022 20:20;complet;dev_express;278.62;448;"""Non""";"""40_60k"""
M;0;Commercial;Van;yes;6.0;29/10/2019 08:45;complet;dev_integral;303.84;449;"""Non""";"""20_40k"""
M;0;Commercial;Panel Truck;yes;;23/07/2020 02:41;complet;dev_express;284.99;450;"""Non""";"""60k+"""
